,gene_id,database,kegg_id
10040,USA300HOU_RS13420,KEGG_Pathway,-
10041,USA300HOU_RS13430,KEGG_Pathway,-
10042,USA300HOU_RS13435,KEGG_Pathway,-
10043,USA300HOU_RS13440,KEGG_Pathway,-
10044,USA300HOU_RS13450,KEGG_Pathway,-
10045,USA300HOU_RS13455,KEGG_Pathway,-
10046,USA300HOU_RS13460,KEGG_Pathway,-
10047,USA300HOU_RS13465,KEGG_Pathway,-
10048,USA300HOU_RS13475,KEGG_Pathway,-
10049,USA300HOU_RS13480,KEGG_Pathway,-
10050,USA300HOU_RS13485,KEGG_Pathway,-
10051,USA300HOU_RS13490,KEGG_Pathway,-
10052,USA300HOU_RS13495,KEGG_Pathway,-
10064,USA300HOU_RS13500,KEGG_Pathway,map00010
10065,USA300HOU_RS13500,KEGG_Pathway,map00030
10066,USA300HOU_RS13500,KEGG_Pathway,map00052
10067,USA300HOU_RS13500,KEGG_Pathway,map00230
10068,USA300HOU_RS13500,KEGG_Pathway,map00500
10069,USA300HOU_RS13500,KEGG_Pathway,map00520
10070,USA300HOU_RS13500,KEGG_Pathway,map00521
10071,USA300HOU_RS13500,KEGG_Pathway,map01100
10072,USA300HOU_RS13500,KEGG_Pathway,map01110
10073,USA300HOU_RS13500,KEGG_Pathway,map01120
10074,USA300HOU_RS13500,KEGG_Pathway,map01130
10075,USA300HOU_RS13520,KEGG_Pathway,-
10077,USA300HOU_RS15580,KEGG_Pathway,map05150
10078,USA300HOU_RS13535,KEGG_Pathway,-
10079,USA300HOU_RS13540,KEGG_Pathway,-
10086,USA300HOU_RS13545,KEGG_Pathway,map00040
10087,USA300HOU_RS13545,KEGG_Pathway,map00052
10088,USA300HOU_RS13545,KEGG_Pathway,map00500
10089,USA300HOU_RS13545,KEGG_Pathway,map00520
10090,USA300HOU_RS13545,KEGG_Pathway,map01100
10091,USA300HOU_RS13545,KEGG_Pathway,map01130
10094,USA300HOU_RS13550,KEGG_Pathway,map05100
10095,USA300HOU_RS13550,KEGG_Pathway,map05150
10098,USA300HOU_RS13555,KEGG_Pathway,map05100
10099,USA300HOU_RS13555,KEGG_Pathway,map05150
10100,USA300HOU_RS13570,KEGG_Pathway,-
10107,USA300HOU_RS13575,KEGG_Pathway,map00030
10108,USA300HOU_RS13575,KEGG_Pathway,map01100
10109,USA300HOU_RS13575,KEGG_Pathway,map01110
10110,USA300HOU_RS13575,KEGG_Pathway,map01120
10111,USA300HOU_RS13575,KEGG_Pathway,map01130
10112,USA300HOU_RS13575,KEGG_Pathway,map01200
10113,USA300HOU_RS13580,KEGG_Pathway,-
10114,USA300HOU_RS13585,KEGG_Pathway,-
10116,USA300HOU_RS13590,KEGG_Pathway,map00230
10117,USA300HOU_RS13595,KEGG_Pathway,-
10118,USA300HOU_RS13600,KEGG_Pathway,-
10119,USA300HOU_RS13605,KEGG_Pathway,-
10124,USA300HOU_RS13610,KEGG_Pathway,map00730
10125,USA300HOU_RS13610,KEGG_Pathway,map00790
10126,USA300HOU_RS13610,KEGG_Pathway,map01100
10127,USA300HOU_RS13610,KEGG_Pathway,map02020
10128,USA300HOU_RS13620,KEGG_Pathway,-
10129,USA300HOU_RS13625,KEGG_Pathway,-
10130,USA300HOU_RS13630,KEGG_Pathway,-
10131,USA300HOU_RS13635,KEGG_Pathway,-
10142,USA300HOU_RS13640,KEGG_Pathway,map00010
10143,USA300HOU_RS13640,KEGG_Pathway,map00030
10144,USA300HOU_RS13640,KEGG_Pathway,map00051
10145,USA300HOU_RS13640,KEGG_Pathway,map00680
10146,USA300HOU_RS13640,KEGG_Pathway,map00710
10147,USA300HOU_RS13640,KEGG_Pathway,map01100
10148,USA300HOU_RS13640,KEGG_Pathway,map01110
10149,USA300HOU_RS13640,KEGG_Pathway,map01120
10150,USA300HOU_RS13640,KEGG_Pathway,map01130
10151,USA300HOU_RS13640,KEGG_Pathway,map01200
10152,USA300HOU_RS13650,KEGG_Pathway,-
10153,USA300HOU_RS13655,KEGG_Pathway,-
10154,USA300HOU_RS13660,KEGG_Pathway,-
10155,USA300HOU_RS13665,KEGG_Pathway,-
10156,USA300HOU_RS13670,KEGG_Pathway,-
10164,USA300HOU_RS13675,KEGG_Pathway,map00361
10165,USA300HOU_RS13675,KEGG_Pathway,map00362
10166,USA300HOU_RS13675,KEGG_Pathway,map00622
10167,USA300HOU_RS13675,KEGG_Pathway,map00643
10168,USA300HOU_RS13675,KEGG_Pathway,map01100
10169,USA300HOU_RS13675,KEGG_Pathway,map01120
10170,USA300HOU_RS13675,KEGG_Pathway,map01220
10171,USA300HOU_RS13680,KEGG_Pathway,-
10174,USA300HOU_RS13685,KEGG_Pathway,map00620
10175,USA300HOU_RS13685,KEGG_Pathway,map01120
10176,USA300HOU_RS13690,KEGG_Pathway,-
10178,USA300HOU_RS13695,KEGG_Pathway,map02010
10180,USA300HOU_RS13700,KEGG_Pathway,map02010
10181,USA300HOU_RS13705,KEGG_Pathway,-
10184,USA300HOU_RS13710,KEGG_Pathway,map00440
10185,USA300HOU_RS13710,KEGG_Pathway,map01130
10186,USA300HOU_RS13715,KEGG_Pathway,-
10194,USA300HOU_RS13725,KEGG_Pathway,map00260
10195,USA300HOU_RS13725,KEGG_Pathway,map00270
10196,USA300HOU_RS13725,KEGG_Pathway,map01100
10197,USA300HOU_RS13725,KEGG_Pathway,map01110
10198,USA300HOU_RS13725,KEGG_Pathway,map01130
10199,USA300HOU_RS13725,KEGG_Pathway,map01200
10200,USA300HOU_RS13725,KEGG_Pathway,map01230
10208,USA300HOU_RS13730,KEGG_Pathway,map00260
10209,USA300HOU_RS13730,KEGG_Pathway,map00270
10210,USA300HOU_RS13730,KEGG_Pathway,map01100
10211,USA300HOU_RS13730,KEGG_Pathway,map01110
10212,USA300HOU_RS13730,KEGG_Pathway,map01130
10213,USA300HOU_RS13730,KEGG_Pathway,map01200
10214,USA300HOU_RS13730,KEGG_Pathway,map01230
10215,USA300HOU_RS13735,KEGG_Pathway,-
10216,USA300HOU_RS13745,KEGG_Pathway,-
10217,USA300HOU_RS13750,KEGG_Pathway,-
10218,USA300HOU_RS13755,KEGG_Pathway,-
10219,USA300HOU_RS13760,KEGG_Pathway,-
10224,USA300HOU_RS13765,KEGG_Pathway,map00010
10225,USA300HOU_RS13765,KEGG_Pathway,map00500
10226,USA300HOU_RS13765,KEGG_Pathway,map00520
10227,USA300HOU_RS13765,KEGG_Pathway,map02060
10230,USA300HOU_RS13770,KEGG_Pathway,map00620
10231,USA300HOU_RS13770,KEGG_Pathway,map01100
10232,USA300HOU_RS13775,KEGG_Pathway,-
10233,USA300HOU_RS13780,KEGG_Pathway,-
10234,USA300HOU_RS13785,KEGG_Pathway,-
10235,USA300HOU_RS13790,KEGG_Pathway,-
10236,USA300HOU_RS13795,KEGG_Pathway,-
10256,USA300HOU_RS13815,KEGG_Pathway,map00071
10257,USA300HOU_RS13815,KEGG_Pathway,map00072
10258,USA300HOU_RS13815,KEGG_Pathway,map00280
10259,USA300HOU_RS13815,KEGG_Pathway,map00310
10260,USA300HOU_RS13815,KEGG_Pathway,map00362
10261,USA300HOU_RS13815,KEGG_Pathway,map00380
10262,USA300HOU_RS13815,KEGG_Pathway,map00620
10263,USA300HOU_RS13815,KEGG_Pathway,map00630
10264,USA300HOU_RS13815,KEGG_Pathway,map00640
10265,USA300HOU_RS13815,KEGG_Pathway,map00650
10266,USA300HOU_RS13815,KEGG_Pathway,map00720
10267,USA300HOU_RS13815,KEGG_Pathway,map00900
10268,USA300HOU_RS13815,KEGG_Pathway,map01100
10269,USA300HOU_RS13815,KEGG_Pathway,map01110
10270,USA300HOU_RS13815,KEGG_Pathway,map01120
10271,USA300HOU_RS13815,KEGG_Pathway,map01130
10272,USA300HOU_RS13815,KEGG_Pathway,map01200
10273,USA300HOU_RS13815,KEGG_Pathway,map01212
10274,USA300HOU_RS13815,KEGG_Pathway,map02020
10282,USA300HOU_RS13820,KEGG_Pathway,map00072
10283,USA300HOU_RS13820,KEGG_Pathway,map00280
10284,USA300HOU_RS13820,KEGG_Pathway,map00650
10285,USA300HOU_RS13820,KEGG_Pathway,map00900
10286,USA300HOU_RS13820,KEGG_Pathway,map01100
10287,USA300HOU_RS13820,KEGG_Pathway,map01110
10288,USA300HOU_RS13820,KEGG_Pathway,map01130
10289,USA300HOU_RS13825,KEGG_Pathway,-
10290,USA300HOU_RS13830,KEGG_Pathway,-
10291,USA300HOU_RS13835,KEGG_Pathway,-
10292,USA300HOU_RS13840,KEGG_Pathway,-
10293,USA300HOU_RS13845,KEGG_Pathway,-
10294,USA300HOU_RS13850,KEGG_Pathway,-
10295,USA300HOU_RS13855,KEGG_Pathway,-
10299,USA300HOU_RS13865,KEGG_Pathway,map00250
10300,USA300HOU_RS13865,KEGG_Pathway,map00330
10301,USA300HOU_RS13865,KEGG_Pathway,map01100
10302,USA300HOU_RS13870,KEGG_Pathway,-
10305,USA300HOU_RS13880,KEGG_Pathway,map01524
10306,USA300HOU_RS13880,KEGG_Pathway,map04016
10308,USA300HOU_RS13885,KEGG_Pathway,map04978
10311,USA300HOU_RS13890,KEGG_Pathway,map00620
10312,USA300HOU_RS13890,KEGG_Pathway,map01120
10316,USA300HOU_RS13895,KEGG_Pathway,map00270
10317,USA300HOU_RS13895,KEGG_Pathway,map01100
10318,USA300HOU_RS13895,KEGG_Pathway,map01130
10322,USA300HOU_RS13900,KEGG_Pathway,map00906
10323,USA300HOU_RS13900,KEGG_Pathway,map01100
10324,USA300HOU_RS13900,KEGG_Pathway,map01110
10329,USA300HOU_RS13905,KEGG_Pathway,map00906
10330,USA300HOU_RS13905,KEGG_Pathway,map01062
10331,USA300HOU_RS13905,KEGG_Pathway,map01100
10332,USA300HOU_RS13905,KEGG_Pathway,map01110
10334,USA300HOU_RS13910,KEGG_Pathway,map00906
10336,USA300HOU_RS13915,KEGG_Pathway,map00906
10338,USA300HOU_RS13920,KEGG_Pathway,map00906
10339,USA300HOU_RS13925,KEGG_Pathway,-
10340,USA300HOU_RS13930,KEGG_Pathway,-
10341,USA300HOU_RS13935,KEGG_Pathway,-
10342,USA300HOU_RS13940,KEGG_Pathway,-
10343,USA300HOU_RS13945,KEGG_Pathway,-
10344,USA300HOU_RS13955,KEGG_Pathway,-
10345,USA300HOU_RS13965,KEGG_Pathway,-
10346,USA300HOU_RS13970,KEGG_Pathway,-
10347,USA300HOU_RS13975,KEGG_Pathway,-
10348,USA300HOU_RS13980,KEGG_Pathway,-
10349,USA300HOU_RS13985,KEGG_Pathway,-
10350,USA300HOU_RS13990,KEGG_Pathway,-
10351,USA300HOU_RS13995,KEGG_Pathway,-
10352,USA300HOU_RS14000,KEGG_Pathway,-
10353,USA300HOU_RS14005,KEGG_Pathway,-
10354,USA300HOU_RS14010,KEGG_Pathway,-
10355,USA300HOU_RS14015,KEGG_Pathway,-
10356,USA300HOU_RS14020,KEGG_Pathway,-
10357,USA300HOU_RS14030,KEGG_Pathway,-
10358,USA300HOU_RS14035,KEGG_Pathway,-
10361,USA300HOU_RS14040,KEGG_Pathway,map00240
10362,USA300HOU_RS14040,KEGG_Pathway,map01100
10363,USA300HOU_RS14045,KEGG_Pathway,-
10364,USA300HOU_RS14050,KEGG_Pathway,-
10365,USA300HOU_RS14055,KEGG_Pathway,-
10366,USA300HOU_RS14060,KEGG_Pathway,-
10367,USA300HOU_RS14070,KEGG_Pathway,-
10372,USA300HOU_RS14075,KEGG_Pathway,map00410
10373,USA300HOU_RS14075,KEGG_Pathway,map00770
10374,USA300HOU_RS14075,KEGG_Pathway,map01100
10375,USA300HOU_RS14075,KEGG_Pathway,map01110
10380,USA300HOU_RS14080,KEGG_Pathway,map00410
10381,USA300HOU_RS14080,KEGG_Pathway,map00770
10382,USA300HOU_RS14080,KEGG_Pathway,map01100
10383,USA300HOU_RS14080,KEGG_Pathway,map01110
10387,USA300HOU_RS14085,KEGG_Pathway,map00770
10388,USA300HOU_RS14085,KEGG_Pathway,map01100
10389,USA300HOU_RS14085,KEGG_Pathway,map01110
10393,USA300HOU_RS14090,KEGG_Pathway,map00770
10394,USA300HOU_RS14090,KEGG_Pathway,map01100
10395,USA300HOU_RS14090,KEGG_Pathway,map01110
10398,USA300HOU_RS14095,KEGG_Pathway,map00650
10399,USA300HOU_RS14095,KEGG_Pathway,map00660
10409,USA300HOU_RS14100,KEGG_Pathway,map00010
10410,USA300HOU_RS14100,KEGG_Pathway,map00270
10411,USA300HOU_RS14100,KEGG_Pathway,map00620
10412,USA300HOU_RS14100,KEGG_Pathway,map00640
10413,USA300HOU_RS14100,KEGG_Pathway,map01100
10414,USA300HOU_RS14100,KEGG_Pathway,map01110
10415,USA300HOU_RS14100,KEGG_Pathway,map01120
10416,USA300HOU_RS14100,KEGG_Pathway,map01130
10417,USA300HOU_RS14100,KEGG_Pathway,map04922
10418,USA300HOU_RS14110,KEGG_Pathway,-
10425,USA300HOU_RS14115,KEGG_Pathway,map00250
10426,USA300HOU_RS14115,KEGG_Pathway,map00410
10427,USA300HOU_RS14115,KEGG_Pathway,map00640
10428,USA300HOU_RS14115,KEGG_Pathway,map00650
10429,USA300HOU_RS14115,KEGG_Pathway,map01100
10430,USA300HOU_RS14115,KEGG_Pathway,map01120
10431,USA300HOU_RS14120,KEGG_Pathway,-
10443,USA300HOU_RS14125,KEGG_Pathway,map00010
10444,USA300HOU_RS14125,KEGG_Pathway,map00030
10445,USA300HOU_RS14125,KEGG_Pathway,map00051
10446,USA300HOU_RS14125,KEGG_Pathway,map00680
10447,USA300HOU_RS14125,KEGG_Pathway,map00710
10448,USA300HOU_RS14125,KEGG_Pathway,map01100
10449,USA300HOU_RS14125,KEGG_Pathway,map01110
10450,USA300HOU_RS14125,KEGG_Pathway,map01120
10451,USA300HOU_RS14125,KEGG_Pathway,map01130
10452,USA300HOU_RS14125,KEGG_Pathway,map01200
10453,USA300HOU_RS14125,KEGG_Pathway,map01230
10461,USA300HOU_RS14130,KEGG_Pathway,map00020
10462,USA300HOU_RS14130,KEGG_Pathway,map00620
10463,USA300HOU_RS14130,KEGG_Pathway,map01100
10464,USA300HOU_RS14130,KEGG_Pathway,map01110
10465,USA300HOU_RS14130,KEGG_Pathway,map01120
10466,USA300HOU_RS14130,KEGG_Pathway,map01130
10467,USA300HOU_RS14130,KEGG_Pathway,map01200
10478,USA300HOU_RS14140,KEGG_Pathway,map00010
10479,USA300HOU_RS14140,KEGG_Pathway,map00620
10480,USA300HOU_RS14140,KEGG_Pathway,map00640
10481,USA300HOU_RS14140,KEGG_Pathway,map00680
10482,USA300HOU_RS14140,KEGG_Pathway,map00720
10483,USA300HOU_RS14140,KEGG_Pathway,map01100
10484,USA300HOU_RS14140,KEGG_Pathway,map01110
10485,USA300HOU_RS14140,KEGG_Pathway,map01120
10486,USA300HOU_RS14140,KEGG_Pathway,map01130
10487,USA300HOU_RS14140,KEGG_Pathway,map01200
10488,USA300HOU_RS14145,KEGG_Pathway,-
10489,USA300HOU_RS14150,KEGG_Pathway,-
10492,USA300HOU_RS14155,KEGG_Pathway,map00260
10493,USA300HOU_RS14155,KEGG_Pathway,map01100
10496,USA300HOU_RS14160,KEGG_Pathway,map00260
10497,USA300HOU_RS14160,KEGG_Pathway,map01100
10498,USA300HOU_RS14170,KEGG_Pathway,-
10499,USA300HOU_RS14175,KEGG_Pathway,-
10500,USA300HOU_RS14180,KEGG_Pathway,-
10501,USA300HOU_RS14195,KEGG_Pathway,-
10505,USA300HOU_RS14200,KEGG_Pathway,map00230
10506,USA300HOU_RS14200,KEGG_Pathway,map00240
10507,USA300HOU_RS14200,KEGG_Pathway,map01100
10508,USA300HOU_RS14205,KEGG_Pathway,-
10513,USA300HOU_RS14215,KEGG_Pathway,map00860
10514,USA300HOU_RS14215,KEGG_Pathway,map01100
10515,USA300HOU_RS14215,KEGG_Pathway,map01110
10516,USA300HOU_RS14215,KEGG_Pathway,map01120
10520,USA300HOU_RS14220,KEGG_Pathway,map00920
10521,USA300HOU_RS14220,KEGG_Pathway,map01100
10522,USA300HOU_RS14220,KEGG_Pathway,map01120
10526,USA300HOU_RS14230,KEGG_Pathway,map00480
10527,USA300HOU_RS14230,KEGG_Pathway,map00590
10528,USA300HOU_RS14230,KEGG_Pathway,map04918
10531,USA300HOU_RS14250,KEGG_Pathway,map02010
10532,USA300HOU_RS14250,KEGG_Pathway,map02020
10535,USA300HOU_RS14255,KEGG_Pathway,map02010
10536,USA300HOU_RS14255,KEGG_Pathway,map02020
10538,USA300HOU_RS14260,KEGG_Pathway,map02020
10541,USA300HOU_RS14265,KEGG_Pathway,map01503
10542,USA300HOU_RS14265,KEGG_Pathway,map02020
10547,USA300HOU_RS14280,KEGG_Pathway,map00730
10548,USA300HOU_RS14280,KEGG_Pathway,map00790
10549,USA300HOU_RS14280,KEGG_Pathway,map01100
10550,USA300HOU_RS14280,KEGG_Pathway,map02020
10551,USA300HOU_RS14285,KEGG_Pathway,-
10552,USA300HOU_RS14290,KEGG_Pathway,-
10554,USA300HOU_RS14295,KEGG_Pathway,map05150
10555,USA300HOU_RS14300,KEGG_Pathway,-
10562,USA300HOU_RS14305,KEGG_Pathway,map00220
10563,USA300HOU_RS14305,KEGG_Pathway,map00230
10564,USA300HOU_RS14305,KEGG_Pathway,map00910
10565,USA300HOU_RS14305,KEGG_Pathway,map01100
10566,USA300HOU_RS14305,KEGG_Pathway,map01120
10567,USA300HOU_RS14305,KEGG_Pathway,map01200
10568,USA300HOU_RS14310,KEGG_Pathway,-
10574,USA300HOU_RS14315,KEGG_Pathway,map00220
10575,USA300HOU_RS14315,KEGG_Pathway,map01100
10576,USA300HOU_RS14315,KEGG_Pathway,map01110
10577,USA300HOU_RS14315,KEGG_Pathway,map01130
10578,USA300HOU_RS14315,KEGG_Pathway,map01230
10583,USA300HOU_RS14320,KEGG_Pathway,map00220
10584,USA300HOU_RS14320,KEGG_Pathway,map01100
10585,USA300HOU_RS14320,KEGG_Pathway,map01110
10586,USA300HOU_RS14320,KEGG_Pathway,map01130
10587,USA300HOU_RS14330,KEGG_Pathway,-
10590,USA300HOU_RS14335,KEGG_Pathway,map01503
10591,USA300HOU_RS14335,KEGG_Pathway,map05150
10592,USA300HOU_RS14340,KEGG_Pathway,-
10593,USA300HOU_RS14350,KEGG_Pathway,-
10598,USA300HOU_RS14355,KEGG_Pathway,map00051
10599,USA300HOU_RS14355,KEGG_Pathway,map01100
10600,USA300HOU_RS14355,KEGG_Pathway,map01120
10601,USA300HOU_RS14355,KEGG_Pathway,map02060
10607,USA300HOU_RS14360,KEGG_Pathway,map00051
10608,USA300HOU_RS14360,KEGG_Pathway,map00520
10609,USA300HOU_RS14360,KEGG_Pathway,map01100
10610,USA300HOU_RS14360,KEGG_Pathway,map01110
10611,USA300HOU_RS14360,KEGG_Pathway,map01130
10612,USA300HOU_RS14365,KEGG_Pathway,-
10613,USA300HOU_RS14370,KEGG_Pathway,-
10614,USA300HOU_RS14375,KEGG_Pathway,-
10615,USA300HOU_RS14380,KEGG_Pathway,-
10616,USA300HOU_RS14385,KEGG_Pathway,-
10617,USA300HOU_RS14390,KEGG_Pathway,-
10621,USA300HOU_RS14395,KEGG_Pathway,map02024
10622,USA300HOU_RS14395,KEGG_Pathway,map03060
10623,USA300HOU_RS14395,KEGG_Pathway,map03070
10624,USA300HOU_RS14400,KEGG_Pathway,-
10625,USA300HOU_RS14405,KEGG_Pathway,-
10626,USA300HOU_RS14410,KEGG_Pathway,-
10630,USA300HOU_RS14415,KEGG_Pathway,map02024
10631,USA300HOU_RS14415,KEGG_Pathway,map03060
10632,USA300HOU_RS14415,KEGG_Pathway,map03070
10633,USA300HOU_RS14420,KEGG_Pathway,-
10634,USA300HOU_RS14425,KEGG_Pathway,-
10635,USA300HOU_RS14430,KEGG_Pathway,-
10636,USA300HOU_RS14435,KEGG_Pathway,-
10637,USA300HOU_RS14440,KEGG_Pathway,-
10638,USA300HOU_RS14445,KEGG_Pathway,-
10639,USA300HOU_RS14450,KEGG_Pathway,-
10640,USA300HOU_RS14455,KEGG_Pathway,-
10641,USA300HOU_RS14460,KEGG_Pathway,-
10642,USA300HOU_RS14465,KEGG_Pathway,-
10643,USA300HOU_RS14470,KEGG_Pathway,-
10644,USA300HOU_RS14475,KEGG_Pathway,-
10646,USA300HOU_RS14480,KEGG_Pathway,map02026
10647,USA300HOU_RS14485,KEGG_Pathway,-
10648,USA300HOU_RS14490,KEGG_Pathway,-
10649,USA300HOU_RS14495,KEGG_Pathway,-
10652,USA300HOU_RS14500,KEGG_Pathway,map00561
10653,USA300HOU_RS14500,KEGG_Pathway,map01100
10658,USA300HOU_RS14510,KEGG_Pathway,map00340
10659,USA300HOU_RS14510,KEGG_Pathway,map01100
10660,USA300HOU_RS14510,KEGG_Pathway,map01110
10661,USA300HOU_RS14510,KEGG_Pathway,map01230
10666,USA300HOU_RS14515,KEGG_Pathway,map00340
10667,USA300HOU_RS14515,KEGG_Pathway,map01100
10668,USA300HOU_RS14515,KEGG_Pathway,map01110
10669,USA300HOU_RS14515,KEGG_Pathway,map01230
10674,USA300HOU_RS14520,KEGG_Pathway,map00340
10675,USA300HOU_RS14520,KEGG_Pathway,map01100
10676,USA300HOU_RS14520,KEGG_Pathway,map01110
10677,USA300HOU_RS14520,KEGG_Pathway,map01230
10682,USA300HOU_RS14525,KEGG_Pathway,map00340
10683,USA300HOU_RS14525,KEGG_Pathway,map01100
10684,USA300HOU_RS14525,KEGG_Pathway,map01110
10685,USA300HOU_RS14525,KEGG_Pathway,map01230
10690,USA300HOU_RS14530,KEGG_Pathway,map00340
10691,USA300HOU_RS14530,KEGG_Pathway,map01100
10692,USA300HOU_RS14530,KEGG_Pathway,map01110
10693,USA300HOU_RS14530,KEGG_Pathway,map01230
10704,USA300HOU_RS14535,KEGG_Pathway,map00340
10705,USA300HOU_RS14535,KEGG_Pathway,map00350
10706,USA300HOU_RS14535,KEGG_Pathway,map00360
10707,USA300HOU_RS14535,KEGG_Pathway,map00400
10708,USA300HOU_RS14535,KEGG_Pathway,map00401
10709,USA300HOU_RS14535,KEGG_Pathway,map00960
10710,USA300HOU_RS14535,KEGG_Pathway,map01100
10711,USA300HOU_RS14535,KEGG_Pathway,map01110
10712,USA300HOU_RS14535,KEGG_Pathway,map01130
10713,USA300HOU_RS14535,KEGG_Pathway,map01230
10718,USA300HOU_RS14540,KEGG_Pathway,map00340
10719,USA300HOU_RS14540,KEGG_Pathway,map01100
10720,USA300HOU_RS14540,KEGG_Pathway,map01110
10721,USA300HOU_RS14540,KEGG_Pathway,map01230
10726,USA300HOU_RS14545,KEGG_Pathway,map00340
10727,USA300HOU_RS14545,KEGG_Pathway,map01100
10728,USA300HOU_RS14545,KEGG_Pathway,map01110
10729,USA300HOU_RS14545,KEGG_Pathway,map01230
10730,USA300HOU_RS14550,KEGG_Pathway,-
10731,USA300HOU_RS14555,KEGG_Pathway,-
10732,USA300HOU_RS14560,KEGG_Pathway,-
10734,USA300HOU_RS14565,KEGG_Pathway,map02010
10736,USA300HOU_RS14570,KEGG_Pathway,map02010
10737,USA300HOU_RS14575,KEGG_Pathway,-
10738,USA300HOU_RS14580,KEGG_Pathway,-
10739,USA300HOU_RS14585,KEGG_Pathway,-
10740,USA300HOU_RS14590,KEGG_Pathway,-
10741,USA300HOU_RS14595,KEGG_Pathway,-
10742,USA300HOU_RS14600,KEGG_Pathway,-
10743,USA300HOU_RS14605,KEGG_Pathway,-
10744,USA300HOU_RS14610,KEGG_Pathway,-
10745,USA300HOU_RS14615,KEGG_Pathway,-
10746,USA300HOU_RS14620,KEGG_Pathway,-
10747,USA300HOU_RS14625,KEGG_Pathway,-
10748,USA300HOU_RS14630,KEGG_Pathway,-
10749,USA300HOU_RS14635,KEGG_Pathway,-
10750,USA300HOU_RS14640,KEGG_Pathway,-
10751,USA300HOU_RS14645,KEGG_Pathway,-
10756,USA300HOU_RS14650,KEGG_Pathway,map01503
10757,USA300HOU_RS14650,KEGG_Pathway,map02010
10758,USA300HOU_RS14650,KEGG_Pathway,map02020
10759,USA300HOU_RS14650,KEGG_Pathway,map05150
10764,USA300HOU_RS14655,KEGG_Pathway,map01503
10765,USA300HOU_RS14655,KEGG_Pathway,map02010
10766,USA300HOU_RS14655,KEGG_Pathway,map02020
10767,USA300HOU_RS14655,KEGG_Pathway,map05150
10768,USA300HOU_RS14660,KEGG_Pathway,-
10769,USA300HOU_RS14665,KEGG_Pathway,-
10770,USA300HOU_RS14670,KEGG_Pathway,-
10771,USA300HOU_RS15630,KEGG_Pathway,-
10772,USA300HOU_RS14675,KEGG_Pathway,-
10773,USA300HOU_RS14680,KEGG_Pathway,-
10774,USA300HOU_RS14685,KEGG_Pathway,-
10775,USA300HOU_RS14690,KEGG_Pathway,-
10776,USA300HOU_RS14695,KEGG_Pathway,-
10777,USA300HOU_RS14700,KEGG_Pathway,-
10778,USA300HOU_RS14705,KEGG_Pathway,-
10779,USA300HOU_RS14710,KEGG_Pathway,-
10780,USA300HOU_RS14715,KEGG_Pathway,-
10781,USA300HOU_RS14720,KEGG_Pathway,-
10783,USA300HOU_RS14725,KEGG_Pathway,map03010
10784,USA300HOU_RS14890,KEGG_Pathway,-
10785,USA300HOU_RS14730,KEGG_Pathway,-
10786,USA300HOU_RS15640,KEGG_Pathway,-
10787,USA300HOU_RS14740,KEGG_Pathway,-
10788,USA300HOU_RS14745,KEGG_Pathway,-
10789,USA300HOU_RS14750,KEGG_Pathway,-
10803,USA300HOU_RS14755,KEGG_Pathway,map00010
10804,USA300HOU_RS14755,KEGG_Pathway,map00071
10805,USA300HOU_RS14755,KEGG_Pathway,map00350
10806,USA300HOU_RS14755,KEGG_Pathway,map00625
10807,USA300HOU_RS14755,KEGG_Pathway,map00626
10808,USA300HOU_RS14755,KEGG_Pathway,map00830
10809,USA300HOU_RS14755,KEGG_Pathway,map00980
10810,USA300HOU_RS14755,KEGG_Pathway,map00982
10811,USA300HOU_RS14755,KEGG_Pathway,map01100
10812,USA300HOU_RS14755,KEGG_Pathway,map01110
10813,USA300HOU_RS14755,KEGG_Pathway,map01120
10814,USA300HOU_RS14755,KEGG_Pathway,map01130
10815,USA300HOU_RS14755,KEGG_Pathway,map01220
10816,USA300HOU_RS14760,KEGG_Pathway,-
10820,USA300HOU_RS14765,KEGG_Pathway,map00311
10821,USA300HOU_RS14765,KEGG_Pathway,map01130
10822,USA300HOU_RS14765,KEGG_Pathway,map01501
10824,USA300HOU_RS14770,KEGG_Pathway,map01501
10826,USA300HOU_RS14775,KEGG_Pathway,map01501
10827,USA300HOU_RS14780,KEGG_Pathway,-
10828,USA300HOU_RS14790,KEGG_Pathway,-
10829,USA300HOU_RS15655,KEGG_Pathway,-
10830,USA300HOU_RS14800,KEGG_Pathway,-
10831,USA300HOU_RS14805,KEGG_Pathway,-
10832,USA300HOU_RS15660,KEGG_Pathway,-
10833,USA300HOU_RS14820,KEGG_Pathway,-
10835,USA300HOU_RS14825,KEGG_Pathway,map00550
10837,USA300HOU_RS14830,KEGG_Pathway,map02010
10839,USA300HOU_RS14835,KEGG_Pathway,map02010
10842,USA300HOU_RS14850,KEGG_Pathway,map01503
10843,USA300HOU_RS14850,KEGG_Pathway,map02020
10844,USA300HOU_RS14855,KEGG_Pathway,-
10846,USA300HOU_RS14860,KEGG_Pathway,map02010
10847,USA300HOU_RS14865,KEGG_Pathway,-
10848,USA300HOU_RS14870,KEGG_Pathway,-
10849,USA300HOU_RS00005,KEGG_Module,-
10850,USA300HOU_RS00010,KEGG_Module,M00260
10851,USA300HOU_RS00015,KEGG_Module,-
10852,USA300HOU_RS00020,KEGG_Module,-
10853,USA300HOU_RS00025,KEGG_Module,-
10854,USA300HOU_RS00030,KEGG_Module,-
