Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX4051595	SRR7130600	2018-05-09 18:37:16	2018-05-07 21:58:52	15191058	1519105800	0	100	490		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130600/SRR7130600.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268645	SAMN09087221	simple	1280	Staphylococcus aureus	GSM3135595							no					GEO	SRA700537		public	E602D315C248BAE04FC9187D52997AA3	5E285E0A0EFD754012C4B321AC19DFED		
SRX4051596	SRR7130601	2018-05-09 18:37:16	2018-05-07 21:58:01	13364093	1336409300	0	100	431		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130601/SRR7130601.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268646	SAMN09087220	simple	1280	Staphylococcus aureus	GSM3135596							no					GEO	SRA700537		public	98B8C390C84924D40A79FB40CCF6BDC9	E1D4F6B65C6055F95302A1BF9B30EABC		
SRX4051597	SRR7130602	2018-05-09 18:37:16	2018-05-07 21:58:46	14877882	1487788200	0	100	480		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130602/SRR7130602.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268647	SAMN09087219	simple	1280	Staphylococcus aureus	GSM3135597							no					GEO	SRA700537		public	C4D00C82EADCB088D2A4CF702A85E0E6	4C69807E4B3F32FED4943BD3A571B72B		
SRX4051598	SRR7130603	2018-05-09 18:37:16	2018-05-07 21:58:09	15177572	1517757200	0	100	488		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130603/SRR7130603.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268648	SAMN09087218	simple	1280	Staphylococcus aureus	GSM3135598							no					GEO	SRA700537		public	BAA601C960D0E3437AA3C4BFC51BA5A9	2064A024F3DEA5C9FAA5A83E57B7BB77		
SRX4051599	SRR7130604	2018-05-09 18:37:16	2018-05-07 21:58:31	15041809	1504180900	0	100	483		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130604/SRR7130604.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268669	SAMN09087217	simple	1280	Staphylococcus aureus	GSM3135599							no					GEO	SRA700537		public	A353C653013EEEE594BE3E03596D3C69	A61ECDE8D407EEC64AAF26B2F6A6D9AA		
SRX4051600	SRR7130605	2018-05-09 18:37:16	2018-05-07 21:58:06	15388653	1538865300	0	100	501		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130605/SRR7130605.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268651	SAMN09087216	simple	1280	Staphylococcus aureus	GSM3135600							no					GEO	SRA700537		public	FF4D762F7AA82033D2CDD25AD18D3CE2	26DA1384975D279CAA609854F0297BDE		
SRX4051601	SRR7130606	2018-05-09 18:37:16	2018-05-07 21:59:05	15440214	1544021400	0	100	500		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130606/SRR7130606.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268652	SAMN09087215	simple	1280	Staphylococcus aureus	GSM3135601							no					GEO	SRA700537		public	ED9F03C093643FD26AA7C0202D9B6A55	B57AD291640C50FF7F579718407C1BCE		
SRX4051602	SRR7130607	2018-05-09 18:37:17	2018-05-07 21:58:58	17465501	1746550100	0	100	562		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130607/SRR7130607.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268653	SAMN09087214	simple	1280	Staphylococcus aureus	GSM3135602							no					GEO	SRA700537		public	01860A6412B700B7A3EE4397B96A3C0F	7EEF459A23A22E8A6AFEFD79543E898C		
SRX4051603	SRR7130608	2018-05-09 18:37:17	2018-05-07 21:58:38	15293902	1529390200	0	100	493		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130608/SRR7130608.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268667	SAMN09087213	simple	1280	Staphylococcus aureus	GSM3135603							no					GEO	SRA700537		public	E17E51BD35B4138768B3FEC813FDA062	EED5165E2D79816508D39077579B6AC7		
SRX4051604	SRR7130609	2018-05-09 18:37:17	2018-05-07 21:57:16	11130278	1113027800	0	100	359		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130609/SRR7130609.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268662	SAMN09087212	simple	1280	Staphylococcus aureus	GSM3135604							no					GEO	SRA700537		public	348B8436E82DB091AD6E196906820B75	7F5B83687085EC9E65799C9A1DC8ADDB		
SRX4051605	SRR7130610	2018-05-09 18:37:17	2018-05-07 21:58:11	15065706	1506570600	0	100	486		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130610/SRR7130610.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268663	SAMN09087211	simple	1280	Staphylococcus aureus	GSM3135605							no					GEO	SRA700537		public	D3B9C8BE8646CAA5D3D24783407F3AF8	430E0E4B5EB3121AC00B8953C214DA0E		
SRX4051606	SRR7130611	2018-05-09 18:37:17	2018-05-07 21:57:32	12566877	1256687700	0	100	406		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130611/SRR7130611.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268655	SAMN09087210	simple	1280	Staphylococcus aureus	GSM3135606							no					GEO	SRA700537		public	B4E92C2B40EEE2CA1899187F110EE4DA	DFC65EF6D5F1CAA0F96AFCF009037FEC		
SRX4051607	SRR7130612	2018-05-09 18:37:17	2018-05-07 21:58:22	15958707	1595870700	0	100	518		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130612/SRR7130612.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268656	SAMN09087209	simple	1280	Staphylococcus aureus	GSM3135607							no					GEO	SRA700537		public	4B56598F2941C4006F580F32ED2B776D	05EB9E91DBEF73DB8347A34C6F508365		
SRX4051608	SRR7130613	2018-05-09 18:37:17	2018-05-07 21:57:49	13495376	1349537600	0	100	435		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130613/SRR7130613.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268658	SAMN09087208	simple	1280	Staphylococcus aureus	GSM3135608							no					GEO	SRA700537		public	DACF812450A3670927B4A691E4628FBC	E36C2288B68B84113F8A3DFA62C512F4		
SRX4051609	SRR7130614	2018-05-09 18:37:17	2018-05-07 21:58:10	14963145	1496314500	0	100	483		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130614/SRR7130614.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268659	SAMN09087207	simple	1280	Staphylococcus aureus	GSM3135609							no					GEO	SRA700537		public	F3AF99CBEA5E4358B10B65389BA37B00	52042DA97EAD1F9DA67ABEEDF39C77E9		
SRX4051610	SRR7130615	2018-05-09 18:37:17	2018-05-07 21:56:53	11936298	1193629800	0	100	386		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130615/SRR7130615.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268664	SAMN09087206	simple	1280	Staphylococcus aureus	GSM3135610							no					GEO	SRA700537		public	74BBC6140EF5180600BF9A645C7D9E1A	930D550D2F6FC8FECCF2521E7B95B49E		
SRX4051611	SRR7130616	2018-05-09 18:37:17	2018-05-07 21:58:38	12364539	1236453900	0	100	401		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130616/SRR7130616.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268660	SAMN09087205	simple	1280	Staphylococcus aureus	GSM3135611							no					GEO	SRA700537		public	3BD8F5ABD020115D3F48D1FABCA0C60F	76D9C876D12CF65084D4B611095310D0		
SRX4051612	SRR7130617	2018-05-09 18:37:17	2018-05-07 21:58:15	12006892	1200689200	0	100	391		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130617/SRR7130617.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268661	SAMN09087204	simple	1280	Staphylococcus aureus	GSM3135612							no					GEO	SRA700537		public	E22DD130166AC590CB205CEE74226238	25281C6FE9AC0293D0BB3348F852FC45		
SRX4051613	SRR7130618	2018-05-09 18:37:17	2018-05-07 21:58:17	12910740	1291074000	0	100	418		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130618/SRR7130618.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268665	SAMN09087203	simple	1280	Staphylococcus aureus	GSM3135613							no					GEO	SRA700537		public	1E316DA4AB39AA9CCB65278A42E62F62	D1AE8392BD2FAD3CC97F4DCFD7DA3507		
SRX4051614	SRR7130619	2018-05-09 18:37:17	2018-05-07 21:59:50	14951438	1495143800	0	100	484		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130619/SRR7130619.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268668	SAMN09087202	simple	1280	Staphylococcus aureus	GSM3135614							no					GEO	SRA700537		public	D7A60B39EDD9C62D265345E2E77286A0	2774D694A4E4441E1046942ABA30645A		
SRX4051615	SRR7130620	2018-05-09 18:37:17	2018-05-07 21:58:45	12880345	1288034500	0	100	417		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7130620/SRR7130620.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP144815	PRJNA464411	3	464411	SRS3268666	SAMN09087230	simple	1280	Staphylococcus aureus	GSM3135615							no					GEO	SRA700537		public	735B02F10F2D2D42743B0B1B59B38C6B	DAD3B65469990FD8FF302A36FB348038		
SRX4065827	SRR7146320	2018-05-10 15:31:15	2018-05-10 15:29:28	6353435	1270687000	6353435	200	422		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146320/SRR7146320.1	Lac CAMHB 0.5ug/mL Naf 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	851FED8662FFB14D858619CC55B28BAA	64127DBC7B1408C1531103DAC77A5624		
SRX4065828	SRR7146319	2018-05-10 15:33:40	2018-05-10 15:29:36	6357127	1271425400	6357127	200	427		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146319/SRR7146319.1	Lac CAMHB 0.5ug/mL Naf 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	503DA75855D6503A31F2FD7F75BE19EE	C18F7C051734775E831F3ECEC5DC9BDE		
SRX4065829	SRR7146318	2018-05-10 15:31:15	2018-05-10 15:28:16	5481544	1096308800	5481544	200	367		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146318/SRR7146318.1	Lac CAMHB 0.15ug/mL Naf 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	5D991554FDB93C2ED59E163558B60DF4	D14C0372B3198F4D0EC3D7538EA91C89		
SRX4065830	SRR7146317	2018-05-10 15:30:33	2018-05-10 15:26:42	5012406	1002481200	5012406	200	334		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146317/SRR7146317.1	Lac CAMHB 0.15ug/mL Naf 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	8356B89C9ECA7ED8A3A84B34351318B1	D11F6A836ABF7247DDFBDDF3882D0419		
SRX4065831	SRR7146316	2018-05-10 15:30:33	2018-05-10 15:26:55	5292161	1058432200	5292161	200	353		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146316/SRR7146316.1	LAC CAMHB 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	FF1BC534EF9FEBAFB877337024C45037	2E7F4B7061E975CB41734475E3BFE105		
SRX4065832	SRR7146315	2018-05-10 15:30:33	2018-05-10 15:26:32	5097394	1019478800	5097394	200	341		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146315/SRR7146315.1	Lac CAMHB 0.15ug/mL Naf 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	60A01EEAAC9C79E3ED65BE80E3288C38	3B987618409CFC4EE6F9BA69F9A12379		
SRX4065833	SRR7146314	2018-05-10 15:30:33	2018-05-10 15:27:03	5088632	1017726400	5088632	200	339		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146314/SRR7146314.1	Lac CAMHB 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	A9714045267975E125970031E8F5572A	BD8B7B331353E8DA24EA4941BFA8BA59		
SRX4065834	SRR7146313	2018-05-10 15:30:33	2018-05-10 15:26:45	5070389	1014077800	5070389	200	340		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146313/SRR7146313.1	LAC CAMHB 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	164631A13927EE598FF52C0BD5FA2037	49F1E11D8F26E063AA1249298B2B8AAB		
SRX4065835	SRR7146312	2018-05-10 15:30:33	2018-05-10 15:27:07	5798128	1159625600	5798128	200	386		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146312/SRR7146312.1	Lac CAMHB 0.5ug/mL Naf 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	3D2918D2A9980E76CA47539A762DD277	FAD05A42914F7926EB1E0A0478688A53		
SRX4065836	SRR7146311	2018-05-10 15:30:33	2018-05-10 15:27:01	6059258	1211851600	6059258	200	405		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146311/SRR7146311.1	Lac CAMHB 1.0ug/mL  Naf 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	55DA4BE17305AA17C9331DC6B10943A7	7FBB05A1806DDBA7869C1D83B07A1C07		
SRX4065837	SRR7146310	2018-05-10 15:30:33	2018-05-10 15:27:17	7507134	1501426800	7507134	200	509		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146310/SRR7146310.1	Lac R10LB 0.15ug/mL Naf 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	DFDCA94D173A91276EE30F0BBF9D2B6F	78F001152DEA31326AF5720C508BC2D4		
SRX4065838	SRR7146309	2018-05-10 15:31:15	2018-05-10 15:28:34	8958195	1791639000	8958195	200	608		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146309/SRR7146309.1	Lac R10LB 0.15ug/mL Naf 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	CE899422E9184A294AFD9A8C1F69EC82	F55D5F9AE9038202958FAEE72A6B09E5		
SRX4065839	SRR7146308	2018-05-10 15:31:15	2018-05-10 15:28:40	9415019	1883003800	9415019	200	628		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146308/SRR7146308.1	LAC R10LB Preculture	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	F0496582066D5CF1E6132A52FE84B45F	0FFC79837967F2CAB2A0965CA1AB1D53		
SRX4065840	SRR7146307	2018-05-10 15:30:33	2018-05-10 15:27:22	7997606	1599521200	7997606	200	537		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146307/SRR7146307.1	Lac R10LB 0.1ug/mL Naf 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	8954A8EE884F1AEC99387B970AC1B5CC	52F93E82C8A4BABCDFA008F4FE3A4FAC		
SRX4065841	SRR7146306	2018-05-10 15:30:33	2018-05-10 15:27:44	8256515	1651303000	8256515	200	561		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146306/SRR7146306.1	Lac R10LB 0.15ug/mL Naf 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	DA8EAE2BD66F380516899B687416D2E7	47603CFD0007D2487486DAA113C1AAAB		
SRX4065842	SRR7146305	2018-05-10 15:30:33	2018-05-10 15:26:57	8211441	1642288200	8211441	200	554		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146305/SRR7146305.1	Lac R10LB 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	A9482F51FF860A31EB11C50E09CE9D8E	C8C5E6A1FAF03D93C4FC880D957B3188		
SRX4065843	SRR7146304	2018-05-10 15:30:33	2018-05-10 15:27:23	8449273	1689854600	8449273	200	565		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146304/SRR7146304.1	Lac R10LB 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	D048EDD6EADD39560B66CC4E5108B21F	7FB99555F6C8CAF788D3754A46E34F2F		
SRX4065844	SRR7146303	2018-05-10 15:30:33	2018-05-10 15:26:45	6837270	1367454000	6837270	200	462		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146303/SRR7146303.1	Lac R10LB 0.1ug/mL Naf 1a	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	FD09B453C28B85FDA0FDFD0592D02425	A20D28D6079E2E4D104CCA7292E7F4F0		
SRX4065845	SRR7146302	2018-05-10 15:30:33	2018-05-10 15:27:12	8023028	1604605600	8023028	200	539		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146302/SRR7146302.1	Lac R10LB 0.1ug/mL Naf 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	0DC0CF217C503C7084C28DD1A21F9539	3E49829636B2DF98B0FBFE2CEC0D64D8		
SRX4065846	SRR7146301	2018-05-10 15:30:33	2018-05-10 15:25:47	6158496	1231699200	6158496	200	411		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146301/SRR7146301.1	Lac CAMHB 1.0 ug/mLNaf 1b	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	38085934B1EE7D2C76BC6BEF16B9FCC8	9E7171E28DA4F14F12CDD76B1BCD9FF4		
SRX4065847	SRR7146300	2018-05-10 15:28:20	2018-05-10 15:25:45	6015898	1203179600	6015898	200	404		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146300/SRR7146300.1	Lac CAMHB 1.0ug/mL  Naf 1c	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	9E764EA19AB22657CB402F6E84B20BFC	D7B13F04166ED0412D07B430E9117986		
SRX4065848	SRR7146299	2018-05-10 15:30:33	2018-05-10 15:25:46	5846449	1169289800	5846449	200	387		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-14/SRR7146299/SRR7146299.1	Lac CAMHB Preculture	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 4000	SRP145347	PRJNA470935		470935	SRS3283680	SAMN09103979	simple	1280	Staphylococcus aureus	MRSA Lac RNAseq							no					UNIVERSITY OF CALIFORNIA- SAN DIEGO	SRA701927		public	4D5541C1D0A04663D121ACB904EF02DF	EC124A80A9849E4B7DF411B56C9EA3B2		
