	BioProject	BioSample	Body_Site	Replicate	Title	Media	Condition	Growth Phase	Isolate	Growth Rate	OD-600	Genetic Changes; Name	NOTES	Reference	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Unnamed: 23	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	reference_condition	CenterName	ReferenceGenome	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
Muc_12	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187112_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-6hrs.		Control-6hrs.		LAC						
Muc_13	Effect of Mucin			1.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187113_NA_sequence.fastq.gz		False			True	True		True		Control-24hrs.		Control-6hrs.		LAC						
Muc_14	Effect of Mucin			2.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187114_NA_sequence.fastq.gz		False			True	True		True		Control-24hrs.		Control-6hrs.		LAC						
Muc_15	Effect of Mucin			3.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187115_NA_sequence.fastq.gz		False			True	True		True		Control-24hrs.		Control-6hrs.		LAC						
Muc_16	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187116_NA_sequence.fastq.gz		False			True	True		True		Control-24hrs.		Control-6hrs.		LAC						
Muc_17	Effect of Mucin			1.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187117_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-24hrs.		Control-6hrs.		LAC						
Muc_18	Effect of Mucin			2.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187118_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-24hrs.		Control-6hrs.		LAC						
Muc_19	Effect of Mucin			3.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187119_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-24hrs.		Control-6hrs.		LAC						
Muc_2	Effect of Mucin			2.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187102_NA_sequence.fastq.gz		False			True	True		True		Control-6hrs.		Control-6hrs.		LAC						
Muc_20	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187120_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-24hrs.		Control-6hrs.		LAC						
Muc_21	Effect of Mucin			1.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187121_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-24hrs.		Control-6hrs.		LAC						
Muc_22	Effect of Mucin			2.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187122_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-24hrs.		Control-6hrs.		LAC						
Muc_23	Effect of Mucin			3.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187123_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-24hrs.		Control-6hrs.		LAC						
Muc_24	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187124_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-24hrs.		Control-6hrs.		LAC						
Muc_3	Effect of Mucin			3.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187103_NA_sequence.fastq.gz		False			True	True		True		Control-6hrs.		Control-6hrs.		LAC						
Muc_4	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187104_NA_sequence.fastq.gz		False			True	True		True		Control-6hrs.		Control-6hrs.		LAC						
Muc_5	Effect of Mucin			1.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187105_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-6hrs.		Control-6hrs.		LAC						
Muc_6	Effect of Mucin			2.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187106_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-6hrs.		Control-6hrs.		LAC						
Muc_7	Effect of Mucin			3.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187107_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-6hrs.		Control-6hrs.		LAC						
Muc_8	Effect of Mucin			4.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187108_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5ac-6hrs.		Control-6hrs.		LAC						
Muc_9	Effect of Mucin			1.0	Effect of mucin of S. aureus	TSB + 0.4%glucose		Stationary	LAC			WT					SINGLE																					s3://sbrg-user-data/sapoudel/RibbeckLab/Ribbeck_Saureus/fastq/200701Rib_D20-187109_NA_sequence.fastq.gz		False			True	True		True		0.1% Muc5b-6hrs.		Control-6hrs.		LAC						
SRX1357231	PRJNA299306	SAMN04196687				Minimal Medium			LAC				JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733437;SRR2733438;SRR2733439;SRR2733440	SRP065033	SRS1123041	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357232	PRJNA299306	SAMN04196688				Minimal Medium	exponential		LAC			delta-hpf; NE838	JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733441;SRR2733442;SRR2733443;SRR2733444	SRP065033	SRS1123040	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357235	PRJNA299306	SAMN04196691				Minimal Medium	exponential		LAC			WT	JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733453;SRR2733454;SRR2733455	SRP065033	SRS1123033	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357236	PRJNA299306	SAMN04196692							LAC				JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733456;SRR2733457;SRR2733458;SRR2733459	SRP065033	SRS1123032	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357239	PRJNA299306	SAMN04196695							LAC				JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733466;SRR2733467	SRP065033	SRS1123029	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357240	PRJNA299306	SAMN04196696							LAC				JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733468;SRR2733469;SRR2733470	SRP065033	SRS1123028	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357243	PRJNA299306	SAMN04196699				TSB	exponential		LAC			WT	JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733477;SRR2733478;SRR2733479	SRP065033	SRS1123025	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1357244	PRJNA299306	SAMN04196700				TSB	exponential		LAC			delta-hpf; NE838	JE2; BioSample says FPR_3757 but the publication says JE2		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2000	ILLUMINA		299306.0	3/29/2016 16:39	SRR2733480;SRR2733481;SRR2733482	SRP065033	SRS1123024	Staphylococcus aureus	SRA306273	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX1549383	PRJNA309992	SAMN04444374							LAC			WT	LAC		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		309992.0	1/26/2017 16:22	SRR3129119	SRP068964	SRS1266174	Staphylococcus aureus	SRA342059	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		False					GEO							
SRX1549384	PRJNA309992	SAMN04444375							LAC			rpiRC::bursa	LAC		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		309992.0	1/26/2017 16:22	SRR3129120	SRP068964	SRS1266173	Staphylococcus aureus	SRA342059	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		True					GEO							
SRX1983453	PRJNA335565	SAMN05448791					monoculture w/o C. striatum		LAC			WT	JE2: Co-culture w/ C. striatum (ATCC 6940)		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		335565.0	8/2/2016 6:52	SRR3968771	SRP080084	SRS1589534	Staphylococcus aureus	SRA445077	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					FORSYTH INSTITUTE							
SRX2629499	PRJNA378646	SAMN06555333				High fat diet mouse	tibia L5 infection (14 days)		LAC				JE2		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		378646.0	3/12/2017 17:17	SRR5330488	SRP101640	SRS2039348	Staphylococcus aureus	SRA543623	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX2629500	PRJNA378646	SAMN06555332				Lean diet mouse	tibia L6 infection (14 days)		LAC				JE2		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 2500	ILLUMINA		378646.0	3/12/2017 17:17	SRR5330489	SRP101640	SRS2039350	Staphylococcus aureus	SRA543623	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX2722002	PRJNA381939	SAMN06703206							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431993	SRP103490	SRS2112493	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722003	PRJNA381939	SAMN06703205							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431994	SRP103490	SRS2112494	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722004	PRJNA381939	SAMN06703204							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431995	SRP103490	SRS2112495	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722005	PRJNA381939	SAMN06703203							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431996	SRP103490	SRS2112496	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722006	PRJNA381939	SAMN06703202				CA-MHB	exponential		LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431997	SRP103490	SRS2112497	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722007	PRJNA381939	SAMN06703201							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431998	SRP103490	SRS2112498	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722008	PRJNA381939	SAMN06703200							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5431999	SRP103490	SRS2112499	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722009	PRJNA381939	SAMN06703199							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432000	SRP103490	SRS2112500	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722010	PRJNA381939	SAMN06703198							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432001	SRP103490	SRS2112501	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722011	PRJNA381939	SAMN06703197							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432002	SRP103490	SRS2112502	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722012	PRJNA381939	SAMN06703196							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432003	SRP103490	SRS2112503	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722013	PRJNA381939	SAMN06703195							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432004	SRP103490	SRS2112504	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722014	PRJNA381939	SAMN06703194							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432005	SRP103490	SRS2112505	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722015	PRJNA381939	SAMN06703193							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432006	SRP103490	SRS2112506	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722016	PRJNA381939	SAMN06703192							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432007	SRP103490	SRS2112507	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722017	PRJNA381939	SAMN06703191							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432008	SRP103490	SRS2112508	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX2722018	PRJNA381939	SAMN06703190							LAC				LAC; Possibly U01		0.0	0.0	PAIRED	unspecified	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina HiSeq 4000	ILLUMINA		381939.0	5/1/2018 0:38	SRR5432009	SRP103490	SRS2112509	Staphylococcus aureus	SRA552724	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					UC SAN DIEGO							
SRX3489448	PRJNA423193	SAMN08213306							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396142	SRP127232	SRS2773388	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX3489449	PRJNA423193	SAMN08213305							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396143	SRP127232	SRS2773391	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX3489450	PRJNA423193	SAMN08213304							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396144	SRP127232	SRS2773392	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX3489451	PRJNA423193	SAMN08213303							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396145	SRP127232	SRS2773389	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX3489452	PRJNA423193	SAMN08213307							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396146	SRP127232	SRS2773390	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX3489453	PRJNA423193	SAMN08213292							LAC				AH1263; Erm Sensitive LAC; PMID: 20418950 (Check methods)		0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Illumina MiSeq	ILLUMINA		423193.0	1/2/2019 11:49	SRR6396147	SRP127232	SRS2773393	Staphylococcus aureus	SRA640464	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	True		True					GEO							
SRX4065827	PRJNA470935	SAMN09103979		2.0	First S. aureus ICA model	CA-MHB	0.5ug/mL Nafcillin 	Exponential	LAC		0.287	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 20:29	SRR8195170	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX4065829	PRJNA470935	SAMN09103979		1.0	First S. aureus ICA model	CA-MHB	PreCulture	Exponential	LAC		0.4168	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 18:41	SRR8195172	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX4065834	PRJNA470935	SAMN09103979		1.0	First S. aureus ICA model	CA-MHB	Control	Exponential	LAC		0.5405	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 20:14	SRR8195174	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX4065836	PRJNA470935	SAMN09103979		1.0	First S. aureus ICA model	CA-MHB	0.5ug/mL Nafcillin 	Exponential	LAC		0.4916	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 18:40	SRR8195177	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX4065848	PRJNA470935	SAMN09103979		3.0	First S. aureus ICA model	RPMI+10%LB	0.15ug/mL Nafcillin	Exponential	LAC		0.288	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 20:48	SRR8195181	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX4913542	PRJNA497884	SAMN10268419							LAC				LAC; PMID: 30833335		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		497884.0	3/15/2019 4:25	SRR8086628	SRP166338	SRS3958918	Staphylococcus aureus	SRA797031	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		True					GEO							
SRX4913543	PRJNA497884	SAMN10268418							LAC				LAC; PMID: 30833335		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		497884.0	3/15/2019 4:25	SRR8086629	SRP166338	SRS3958921	Staphylococcus aureus	SRA797031	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						False	False		True					GEO							
SRX4913544	PRJNA497884	SAMN10268417							LAC				LAC; PMID: 30833335		0.0	0.0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq	USA300		Ion Torrent PGM	ION_TORRENT		497884.0	3/15/2019 4:25	SRR8086630	SRP166338	SRS3958922	Staphylococcus aureus	SRA797031	1280.0	91061.0	Staphylococcus aureus	1280.0	1280.0						True	False		False					GEO							
SRX5014557	PRJNA470935	SAMN09103979		1.0	First S. aureus ICA model	CA-MHB	0.15ug/mL Nafcillin	Exponential	LAC		0.5789	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 19:17	SRR8195182	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
SRX5014562	PRJNA470935	SAMN09103979		2.0	First S. aureus ICA model	RPMI+10%LB	0.1ug/mL Nafcillin	Exponential	LAC		0.3259	WT	First S. aureus ICA model	TCH1516	0.0	0.0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq			Illumina HiSeq 4000	ILLUMINA		470935.0	11/15/2018 20:14	SRR8195183	SRP145347	SRS3283680	Staphylococcus aureus	SRA810259	1280.0			1208.0							True	True		True												
